a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight,Activity_value
1,0,5,0.76378191,3.451,-2.76671,2,275.80301,1
0,0,1,1.1655281,4.8050799,-5.2347798,1,264.366,1
3,1,5,0.87920004,3.0020001,-3.28739,3,340.258,1
3,3,9,0.84838426,5.5190001,-6.2361999,5,486.44299,1
3,3,9,0.84962487,4.6370001,-5.9347,4,460.405,1
3,0,6,0.85786957,4.2940001,-4.4954801,4,420.34,1
2,0,5,0.8690818,5.6739998,-5.9287801,3,396.745,1
2,0,6,0.77601975,6.5430002,-6.6634598,5,475.03198,1
2,0,6,0.77601975,6.5040002,-6.6634598,5,475.03198,1
3,1,3,0.89922369,4.105,-5.5330801,3,316.76801,1
3,1,7,0.81315422,6.388,-7.0817399,6,517.09698,1
0,0,3,0.99853957,6.5030799,-6.9387102,2,354.491,1
0,0,3,0.99853957,6.50108,-6.9387102,2,354.491,1
3,1,7,0.89424783,7.3119998,-8.2618103,5,602.39996,1
4,1,7,0.87620437,5.4879999,-6.2693801,5,568.94299,1
4,1,7,0.90606159,6.0770001,-7.0036702,5,603.388,1
5,1,7,0.88832295,4.41153,-5.1641598,5,569.93097,1
5,1,7,0.88832295,4.3779998,-6.2621999,5,569.93097,1
0,0,12,0.70905191,6.3629999,-5.98526,1,336.97098,1
2,0,5,0.83056962,4.2459998,-4.9878302,4,418.36798,1
1,1,1,0.78809708,2.6040001,-2.3322799,2,207.70399,1
3,0,6,0.84114873,4.836,-6.2381802,4,398.914,1
3,0,6,0.79962063,6.7150002,-6.9882498,4,427.01199,1
3,1,4,0.87817961,7.3930602,-9.6571999,5,472.80698,1
3,0,3,0.84316009,6.02706,-8.3368702,5,424.33499,1
4,1,4,0.88962466,5.8260598,-8.5315104,5,473.79498,1
4,1,4,0.9254632,3.628,-5.8663402,4,445.69299,1
3,1,5,0.82482767,2.375,-2.5531001,3,305.81299,1
5,1,7,0.93386531,5.1620002,-6.59553,4,546.90302,1
4,1,5,0.88228512,3.6489999,-5.8102798,4,383.86301,1
1,1,1,0.87629724,3.6029999,-3.69732,3,256.17599,1
1,1,1,0.86190897,4.0450001,-4.2125401,3,270.203,1
1,1,1,0.8657856,3.2309999,-3.06657,2,242.14899,1
1,1,1,0.87629724,3.6029999,-3.69732,3,256.17599,1
1,1,1,0.86190897,4.0450001,-4.2125401,3,270.203,1
1,1,1,0.8657856,3.2309999,-3.06657,2,242.14899,1
0,0,1,1.1655281,4.8050799,-5.2347798,1,264.366,1
1,1,1,0.91179341,2.7190001,-2.98033,3,228.12199,1
1,1,1,0.8657856,3.825,-3.2841401,2,244.16499,1
1,1,1,0.8657856,3.2309999,-3.06657,2,242.14899,1
3,1,5,0.87920004,3.0020001,-3.28739,3,340.258,1
4,1,5,0.90971237,1.594,-2.8247199,3,342.22998,1
2,0,4,0.85482126,3.585,-4.62182,4,376.28699,1
5,0,14,0.76306784,9.1689997,-8.7517099,6,641.29999,1
6,0,14,0.77173442,7.9359999,-7.4935699,6,642.28796,1
2,0,5,0.8460508,3.7190001,-4.5658598,4,390.314,1
2,1,4,0.87941605,3.2049999,-3.1930699,3,271.19098,1
2,0,6,0.85796398,7.8000002,-7.7817202,5,512.92297,1
2,0,4,0.78530771,4.6729999,-4.45643,4,325.84299,1
2,0,4,0.81164569,3.766,-4.3052702,4,339.82599,1
3,2,3,0.95013785,5.7080002,-7.3184199,4,439.129,1
3,1,6,0.86805129,3.1359999,-3.2314301,3,354.285,1
3,1,6,0.85792953,3.5780001,-3.4331999,3,368.31198,1
4,1,6,0.89682639,1.728,-2.76876,3,356.25699,1
2,0,5,0.7994374,3.092,-3.8315699,4,355.86899,1
2,0,5,0.8460508,3.7190001,-4.5658598,4,390.314,1
5,2,6,0.86118889,2.9590001,-6.7231998,5,500.43399,1
4,0,8,0.80284333,4.5640001,-5.4974599,4,424.92798,1
4,10,17,0.8620671,6.204,-6.8016,2,505.45798,1
4,3,8,0.85542428,5.151,-6.84161,4,496.39798,1
3,1,6,0.80895728,2.5039999,-3.1822,4,376.93201,1
3,1,6,0.85388118,3.131,-3.9164901,4,411.37698,1
3,1,7,0.84572864,3.2969999,-3.99282,4,425.40399,1
3,1,7,0.82473773,4.2659998,-5.13201,4,461.43698,1
3,1,8,0.81869864,4.3540001,-5.19348,4,475.46399,1
3,1,9,0.81305921,4.796,-5.3952498,4,489.491,1
4,1,6,0.87816298,1.999,-3.5792601,4,413.349,1
4,2,6,0.892084,1.137,-3.3722501,4,426.34799,1
3,2,5,0.87088728,2.21,-3.23316,3,371.31198,1
4,1,5,0.82179552,2.7809999,-3.3563299,4,377.91599,1
3,0,5,0.81455582,3.8380001,-3.9977901,4,385.89499,1
5,1,7,0.90082681,4.5700002,-5.8612399,4,512.45801,1
5,1,7,0.90156078,4.2849998,-5.8429198,4,512.45801,1
4,1,4,0.87754256,2.3970001,-4.0121298,4,392.90698,1
4,1,5,0.82179552,2.7809999,-3.3563299,4,377.91599,1
3,1,6,0.90094537,4.434,-6.8803501,3,395.31,1
3,0,10,0.81623101,6.3280001,-6.0641999,3,416.34799,1
4,2,3,0.87851411,4.6880002,-6.0452499,4,344.82199,1
4,0,5,0.85229689,4.4675298,-8.2224102,5,431.90698,1
3,0,4,0.83545619,5.888,-7.7631202,5,420.91998,1
2,2,3,0.83086985,3.425,-3.95821,4,325.79898,1
5,1,5,0.86261499,3.3770001,-5.8607202,5,440.883,1
2,1,5,0.79798669,4.2129998,-4.5434399,5,422.95999,1
2,1,5,0.79798669,4.5380001,-4.1907201,5,429.008,1
3,2,5,0.839809,2.7550001,-4.7969098,5,425.91998,1
4,1,6,0.80721802,5.8959999,-6.6171498,6,502.01398,1
3,1,6,0.78009945,6.1789999,-7.43471,6,509.05298,1
5,1,6,0.81916666,4.625,-5.51193,6,503.00198,1
5,1,6,0.81916666,4.664,-5.3590102,6,503.00198,1
2,2,1,0.81664729,2.8069999,-3.96854,4,312.80399,1
4,1,4,0.84977174,4.553,-5.5110502,5,412.87299,1
3,1,2,0.97165912,1.4910001,-4.86415,3,309.729,1
3,2,1,0.89771509,1.829,-4.8433099,4,289.72198,1
2,1,1,0.8261227,3.0350001,-4.1309299,4,313.78799,1
7,2,6,0.86440539,1.327,-4.0069499,5,471.94498,1
2,0,4,0.90898114,5.283,-8.1249199,4,359.85699,1
2,1,4,0.85959756,4.0560002,-4.8350101,3,335.23398,1
2,1,4,0.87069815,3.9389999,-3.9670701,3,327.255,1
2,1,6,0.87069815,3.6630001,-4.4685302,3,327.255,1
4,1,8,0.80726749,3.1730001,-4.8147402,4,419.91599,1
5,1,8,0.82784277,3.0239999,-5.2020502,4,433.89899,1
2,2,7,0.8443529,3.52,-5.5581598,2,318.828,1
5,3,4,0.92454404,3.7590001,-7.2761502,4,414.897,1
4,1,2,0.81165457,4.796,-6.7198501,6,509.99698,1
3,1,3,0.92232627,4.6020002,-7.3617001,4,387.871,1
2,1,3,0.82865989,2.2160001,-2.62043,3,293.798,1
2,0,9,0.79088444,5.428,-5.4031601,4,475.508,1
3,1,8,0.78932029,3.7609999,-5.20998,4,422.95999,1
2,0,4,0.81416345,3.1370001,-3.3037601,4,333.86301,1
2,0,4,0.78948712,4.1110001,-4.6391802,5,409.961,1
2,0,4,0.82265753,2.4189999,-2.9765501,4,319.836,1
2,0,4,0.80645841,2.9949999,-3.8875301,4,341.84198,1
4,0,6,0.82162541,3.5780001,-6.0523901,5,451.95798,1
3,0,7,0.79752326,3.7479999,-4.4601498,4,413.94901,1
2,0,4,0.83972758,3.0550001,-3.9574399,4,375.92398,1
3,2,9,0.78701442,5.1500001,-6.4465499,3,408.92899,1
5,1,7,0.95075405,5.4759998,-7.9107299,4,478.31198,1
4,1,8,0.80726749,3.1730001,-4.8147402,4,419.91599,1
4,0,6,0.84455866,4.007,-5.8132601,5,439.97101,1
2,0,5,0.7994374,3.1289999,-3.8315699,4,355.86899,1
4,0,8,0.80284333,4.6009998,-5.4974599,4,424.92798,1
4,2,7,0.81299961,5.217,-8.4320402,5,454.91699,1
4,0,4,0.9237318,3.5575299,-5.3494301,3,322.151,1
2,0,8,0.8156876,5.855,-6.2086301,4,444.40598,1
2,0,6,0.82701695,4.927,-5.55129,5,471.43198,1
3,1,8,0.8287788,4.3119998,-5.9442701,4,457.405,1
2,0,7,0.82197982,5.4130001,-6.0068598,4,430.379,1
3,1,7,0.84233731,4.178,-5.34374,4,448.39398,1
3,1,6,0.80895728,2.5409999,-3.1822,4,376.93201,1
2,2,6,0.8733964,2.9419999,-5.9857798,3,363.86899,1
4,1,5,0.82179552,2.8180001,-3.3563299,4,377.91599,1
3,1,4,0.85721552,4.1459999,-3.8092501,3,337.25,1
3,1,4,0.86815894,3.6659999,-3.7604001,3,323.22299,1
2,1,4,0.83806509,5.3790002,-5.06739,3,336.26199,1
3,1,4,0.85721552,4.1459999,-3.8092501,3,337.25,1
3,0,5,0.81455582,3.875,-3.9977901,4,385.89499,1
4,1,4,0.87754256,2.434,-4.0121298,4,392.90698,1
4,1,5,0.82179552,2.8180001,-3.3563299,4,377.91599,1
4,0,5,0.84441411,4.1719999,-4.94557,5,431.98801,1
2,1,5,0.81380391,3.073,-3.42079,3,292.81,1
4,2,9,0.82328176,4.6459999,-7.3081999,4,439.94699,1
1,0,4,0.76232159,6.1729999,-5.9211001,4,344.845,1
2,0,5,0.7994374,3.0899999,-3.8315699,4,355.86899,1
4,1,4,0.86793554,2.8369999,-4.2139001,4,406.93399,1
4,1,4,0.86793554,2.8369999,-4.2139001,4,406.93399,1
4,1,4,0.8591013,3.279,-4.4156699,4,420.961,1
4,1,4,0.87754256,2.395,-4.0121298,4,392.90698,1
3,2,8,0.85412687,3.569,-6.1092601,3,389.90698,1
4,0,6,0.84455866,3.967,-5.8132601,5,439.97101,1
5,0,7,0.82746327,2.8740001,-5.0307202,5,424.936,1
7,2,6,0.85206932,3.2655301,-4.0447602,6,479.96799,1
3,0,1,0.87538242,1.419,-4.3289199,4,278.74298,1
3,0,4,0.85174465,4.7740002,-6.26581,4,359.88098,1
3,0,1,0.87538242,1.61453,-3.3838,4,278.74298,1
3,1,2,0.81917769,2.698,-4.5411601,5,392.88998,1
2,0,0,0.96136695,3.2755301,-2.7751801,2,199.03999,1
5,2,4,0.83190507,3.52053,-5.4170899,6,448.96201,1
2,1,9,0.82187784,3.723,-4.5338302,2,331.79898,1
0,0,2,1.2288932,5.59936,-6.20328,2,411.798,1
8,2,7,0.80095714,6.1900601,-9.19942,8,612.14099,1
5,1,7,0.95086634,2.4447601,-3.43049,2,411.44098,1
3,0,5,0.75529337,4.3429999,-4.5575299,5,388.51498,1
3,0,5,0.76675659,2.2160001,-2.5815799,4,324.42798,1
3,0,6,0.75129235,4.4770002,-4.5015702,5,402.54199,1
3,0,5,0.75129235,4.7849998,-4.7593002,5,402.54199,1
3,0,5,0.74757981,5.2270002,-5.2745199,5,416.569,1
5,0,8,0.88125414,2.9437599,-4.55158,4,476.478,1
4,0,8,0.90154839,3.73476,-5.0238199,3,486.53,1
6,0,8,0.89583379,1.67176,-3.4463601,4,477.466,1
6,0,8,0.89583379,1.67176,-3.4463601,4,477.466,1
6,0,7,0.87217218,2.493,-4.3069401,5,483.547,1
5,0,7,0.89185637,3.2839999,-4.77918,4,493.599,1
5,0,7,0.86572701,3.0940001,-4.4842,4,475.60901,1
3,0,12,0.83040065,6.7967601,-8.0742998,5,627.151,1
3,1,6,0.83502001,3.5250001,-4.5520101,4,459.51199,1
3,1,12,0.82866669,7.2547598,-8.9737902,5,641.17798,1
5,0,8,0.88125414,2.9437599,-4.55158,4,476.478,1
2,1,5,0.76174325,2.8299999,-3.32528,3,296.37,1
6,1,5,0.85658699,1.562,-3.81478,5,465.534,1
3,0,3,0.79921168,4.06253,-2.66009,3,282.371,1
5,0,7,0.88067257,5.0650001,-6.2291698,4,540.51196,1
2,0,6,0.88520545,6.80652,-6.4464698,4,498.51099,1
5,2,7,0.91557467,2.5537601,-4.4668002,3,443.49399,1
7,2,8,0.8325091,3.303,-4.37256,5,530.065,1
1,0,2,0.82658941,5.098,-4.8267899,3,321.25101,1
6,1,7,0.79651397,0.77452999,-4.6059299,4,423.521,1
6,1,8,0.79116607,0.86252999,-4.4878502,4,437.548,1
6,5,13,0.8659234,4.1620002,-6.0943999,3,571.46497,1
6,5,10,0.87045419,4.1090002,-6.3195701,4,583.47601,1
6,5,10,0.87045419,4.1090002,-6.3195701,4,583.47601,1
4,3,9,0.84475172,5.1009998,-6.7690201,4,539.46698,1
6,5,10,0.87045419,4.7270002,-6.7648602,4,583.47601,1
4,3,8,0.89150184,4.3649998,-6.3824401,3,474.323,1
6,5,11,0.844221,3.438,-5.2659602,3,493.95099,1
4,3,8,0.86467063,4.177,-6.08746,3,456.33298,1
6,5,11,0.84299922,4.8720002,-7.1052799,4,557.99396,1
7,5,11,0.86359614,3.046,-5.3993902,3,495.923,1
5,3,12,0.82900053,5.3270001,-8.2385702,4,601.13098,1
6,5,11,0.85259044,5.5079999,-8.1678305,4,574.06097,1
4,3,10,0.82623023,5.8309999,-8.1984301,4,530.052,1
6,4,7,0.90099776,2.2869999,-4.85395,4,517.99402,1
3,0,8,0.76255572,5.9229999,-6.8518,5,513.65698,1
3,1,7,0.82202351,2.3150001,-4.5146499,3,401.457,1
2,1,3,0.76415628,1.9960001,-2.5439401,4,350.466,1
6,2,8,0.86176062,0.50700003,-3.65625,3,459.478,1
5,1,10,0.78497285,2.3499999,-3.7787001,4,510.65399,1
3,3,7,0.81525725,2.4130001,-4.8561802,3,394.49899,1
4,0,6,0.77717656,2.602,-3.1872799,4,418.565,1
3,1,3,0.75633395,3.8540001,-4.2004299,4,348.44598,1
3,0,6,0.75523859,3.21,-4.5256801,4,391.51498,1
3,1,4,0.79764944,3.2620001,-4.31744,4,380.51599,1
5,0,6,0.77434403,2.6489999,-4.93117,6,496.61499,1
3,0,6,0.77717423,3.503,-4.0197301,4,394.49399,1
4,0,8,0.75914347,3.1340001,-3.8015699,4,406.53,1
5,2,9,0.7999717,5.6259999,-7.4388599,5,469.565,1
4,0,7,0.78986198,1.319,-1.75191,4,429.565,1
2,1,8,0.85231519,4.3989201,-4.8053699,3,435.465,1
2,1,8,0.85231519,4.3989201,-4.8053699,3,435.465,1
2,1,7,0.79943645,3.8629999,-4.2772598,3,385.45798,1
3,1,7,0.81643319,3.8889999,-4.1818099,3,386.44598,1
1,0,3,0.75232887,4.0149999,-3.9653001,3,284.427,1
1,1,4,0.71008515,3.325,-3.5132699,2,267.37601,1
0,0,4,0.69564694,4.9759998,-5.2758298,3,372.53598,1
5,2,7,0.86310309,1.1160001,-3.7529099,4,462.64301,1
6,1,8,0.79116607,0.94053,-4.68226,4,437.548,1
6,1,8,0.79116607,0.94053,-4.68226,4,437.548,1
5,1,6,0.85257733,3.0880001,-5.7943001,4,441.89398,1
3,1,7,0.86238146,3.9237599,-3.8838699,3,411.44299,1
1,1,2,0.74442065,3.154,-3.92009,3,264.328,1
1,0,3,0.81493169,3.8940001,-3.4836199,2,276.742,1
1,0,3,0.79550189,3.8989999,-3.2026501,2,260.28699,1
1,0,3,0.79550189,3.4549999,-3.0443101,2,260.28699,1
1,0,5,0.74242419,5.21,-5.2070398,4,415.53699,1
3,0,7,0.71325415,4.6859999,-3.3659201,3,344.543,1
5,1,8,0.87866759,4.7420001,-5.94912,4,569.55402,1
5,3,10,0.86347044,2.8547599,-4.30867,4,519.56799,1
8,3,22,0.81687254,8.0270004,-9.9516602,7,937.19598,1
7,2,15,0.84371352,5.743,-9.21877,7,839.99097,1
7,2,7,0.83139282,3.1075301,-3.84412,6,506.582,1
4,3,10,0.85070157,3.7197599,-5.2555499,4,518.58002,1
3,2,9,0.83137804,4.3337598,-5.84589,5,528.62299,1
4,1,10,0.78991717,4.0279999,-5.2505498,4,496.67599,1
2,0,4,0.72643322,4.5760002,-4.9198298,4,348.49399,1
2,0,4,0.76382357,4.4310002,-4.74089,4,352.457,1
7,2,7,0.83139282,2.7385299,-3.53286,6,506.582,1
7,2,8,0.87201369,3.92729,-4.60569,6,556.58899,1
7,2,7,0.83139282,3.14553,-3.84412,6,506.582,1
5,2,10,0.85875189,2.12376,-4.8987198,4,504.55698,1
5,0,7,0.79232979,5.2810001,-8.3601799,6,527.69702,1
6,3,9,0.78039479,1.411,-4.78019,4,460.582,1
1,0,4,0.69768155,4.4619999,-3.6564801,3,294.44199,1
5,1,8,0.781537,2.358,-4.1346002,4,418.49698,1
2,0,3,0.71399796,4.165,-3.5943401,3,279.383,1
1,0,3,0.79659128,5.0770001,-4.7599001,3,315.86798,1
2,0,3,0.71399796,4.165,-3.5943401,3,279.383,1
1,0,4,0.83293873,5.1170001,-4.9815402,2,310.224,1
5,1,9,0.74724531,4.0819998,-4.84164,4,419.573,1
2,0,4,0.78167462,4.901,-4.7932801,4,395.93399,1
1,0,5,0.94578028,5.7537599,-5.5641699,2,364.194,1
3,0,6,0.77136779,5.1129999,-5.3828101,4,433.983,1
2,0,6,0.74577481,5.9460001,-6.2328401,4,416.53998,1
3,0,6,0.73021585,4.5219998,-4.64852,4,399.53799,1
3,0,6,0.77136779,5.1129999,-5.5669298,4,433.983,1
3,0,6,0.75856423,4.6739998,-5.1276202,4,417.52798,1
3,0,6,0.73021585,4.5209999,-4.8326402,4,399.53799,1
3,0,6,0.77136779,5.1129999,-5.3828101,4,433.983,1
3,0,6,0.75856423,4.6739998,-4.9435,4,417.52798,1
3,0,4,0.87600094,4.14153,-3.72858,4,427.34598,1
2,0,4,0.78711277,4.5679998,-4.3193598,4,381.90698,1
6,1,9,0.79133445,2.46753,-6.1757102,4,460.53799,1
3,2,10,0.76531392,6.9679999,-8.3868198,4,512.62897,1
1,0,4,0.84320217,4.7820001,-4.5076199,2,296.19699,1
1,0,4,0.84320217,4.7820001,-4.5076199,2,296.19699,1
6,1,8,0.78619057,1.38253,-4.8840299,4,451.57498,1
1,0,3,0.8100208,5.1469998,-4.2933698,3,302.78,1
5,1,7,0.79599148,0.77452999,-4.2393498,3,368.44098,1
2,0,5,0.86298776,3.6570001,-3.1472001,2,319.246,1
2,0,5,0.76378191,3.451,-2.7911,2,274.79498,1
4,0,6,0.75489312,4.8410001,-4.6539998,4,391.51498,1
4,0,6,0.80310476,5.1350002,-4.9143701,4,411.93298,1
4,0,6,0.78991854,4.6960001,-4.47506,4,395.478,1
3,0,7,0.76003057,5.2690001,-4.7497602,3,381.495,1
1,0,3,0.68800598,5.0250001,-4.0233402,3,275.39499,1
1,0,3,0.68800598,4.5570002,-4.2673602,3,277.41098,1
1,0,3,0.68800598,4.5570002,-4.2673602,3,277.41098,1
3,0,5,0.78237826,4.0310001,-3.61183,3,313.832,1
3,0,5,0.76464295,3.592,-3.1725199,3,297.37698,1
3,0,5,0.72441596,3.402,-2.8775401,3,279.38699,1
3,0,5,0.7190969,2.3845301,-1.93997,3,293.414,1
3,0,5,0.7190969,2.3845301,-1.93997,3,293.414,1
3,0,5,0.7190969,2.46153,-2.1005001,3,293.414,1
3,0,5,0.7806893,2.7555301,-2.3608699,3,313.832,1
3,0,5,0.76293409,2.31653,-1.92156,3,297.37698,1
3,0,5,0.72276938,2.1265299,-1.62658,3,279.38699,1
3,0,5,0.72276938,2.0929999,-2.7246201,3,279.38699,1
3,0,5,0.7190969,2.3845301,-1.93997,3,293.414,1
4,2,14,0.75717777,6.1409998,-5.37708,4,565.80298,1
3,0,6,0.76550144,4.4000001,-4.3387198,3,324.39899,1
1,0,6,0.66213405,4.4260001,-4.0543699,1,233.399,1
1,0,4,0.75790685,4.7329998,-4.1890001,3,314.85999,1
1,0,4,0.70018274,4.1040001,-3.45471,3,280.41501,1
1,0,4,0.80967754,4.6240001,-4.5741501,3,318.87201,1
1,0,4,0.75232887,3.9949999,-3.83986,3,284.427,1
1,0,4,0.70018274,4.1040001,-3.45471,3,280.41501,1
1,0,4,0.80967754,4.6240001,-4.5741501,3,318.87201,1
3,2,6,0.77647775,4.3779998,-4.9335299,5,412.49298,1
5,1,7,0.78341323,4.1635299,-5.539,6,490.56699,1
5,1,7,0.77771884,5.6345301,-7.3856802,7,540.62701,1
5,1,7,0.77771884,5.3825302,-7.4168801,7,540.62701,1
7,3,10,0.84234524,3.37851,-4.7392998,4,485.539,1
8,4,11,0.86063045,2.3435099,-4.2095499,4,501.53799,1
7,4,9,0.79535407,2.0715899,-4.5492201,4,449.55899,1
4,0,8,0.76038921,3.3729999,-4.5389099,4,402.49799,1
4,0,9,0.76853681,5.086,-5.7638898,4,469.564,1
3,0,7,0.75613612,4.3080001,-4.6387801,4,409.55298,1
4,1,9,0.8233822,4.8649998,-6.9284601,4,523.46399,1
3,1,8,0.76775879,3.497,-4.3954601,6,497.64297,1
10,3,10,0.76360089,4.98912,-8.0636101,8,679.87701,1
11,3,10,0.77169085,4.3091798,-8.51509,8,680.86499,1
11,5,10,0.77624035,3.164,-8.8815203,8,695.87598,1
10,3,10,0.77492803,4.3759999,-9.72756,8,695.87598,1
10,4,10,0.77131116,3.891,-9.4264097,8,694.89197,1
10,3,10,0.76360089,4.5110602,-9.3630695,8,679.87701,1
11,3,10,0.77169085,3.83112,-9.8145504,8,680.86499,1
4,0,7,0.76474977,2.931,-4.3371401,4,388.47098,1
2,0,6,0.70415747,3.7820001,-3.1668701,2,255.36099,1
2,0,6,0.70120901,4.0780001,-3.64079,2,269.388,1
4,0,8,0.75624704,3.4400001,-4.2107902,3,364.44498,1
7,3,10,0.91377521,1.823,-5.5827298,4,597.52002,1
3,2,3,0.84708256,1.801,-3.5911901,4,371.461,1
5,0,9,0.78690946,5.7589998,-6.77421,7,639.86499,1
6,2,7,0.91100156,-0.32699999,-2.97823,3,453.495,1
5,1,4,0.85192418,1.433,-3.3215301,4,409.47,1
5,2,8,0.86570126,3.237,-5.56318,4,504.414,1
7,1,6,0.86209869,1.038,-3.75565,5,495.56,1
7,1,6,0.86209869,1.038,-3.75565,5,495.56,1
2,2,4,0.8151511,3.319,-5.0275002,3,325.80298,1
3,0,4,0.82651669,5.6160002,-5.5309801,5,439.48099,1
2,1,9,0.75189406,7.0710001,-7.2238498,5,502.703,1
2,1,5,0.83179474,3.415,-4.8915701,2,294.39398,1
3,1,6,0.80776697,3.7309999,-4.43009,4,441.522,1
2,0,5,0.79265827,4.3590002,-4.6326299,4,411.496,1
2,0,6,0.80776697,3.9319999,-4.8086801,4,439.50598,1
3,1,7,0.80878246,4.3839998,-4.98247,5,467.56,1
3,1,5,0.80190402,3.826,-5.6542902,5,432.50299,1
5,0,8,0.88125414,3.33776,-4.7246399,4,476.478,1
4,0,8,0.90154839,4.1287599,-5.1968799,3,486.53,1
5,0,8,0.85438085,3.14976,-4.4296598,4,458.48798,1
4,0,8,0.87477958,3.9407599,-4.9018998,3,468.53998,1
4,0,8,0.90154839,4.1287599,-5.1968799,3,486.53,1
3,1,9,0.83286089,4.0337601,-4.9706602,3,447.50098,1
2,0,7,0.81733203,4.7427602,-4.76121,3,390.44901,1
7,0,8,0.80457228,1.921,-5.3324299,5,472.55298,1
6,0,8,0.86880934,1.8777601,-3.32444,4,459.47598,1
6,0,8,0.86880934,1.8777601,-3.32444,4,459.47598,1
6,0,7,0.84594506,2.6989999,-4.18502,5,465.55701,1
6,0,7,0.81909817,1.753,-3.00284,5,451.599,1
3,1,8,0.82855344,3.846,-4.7537799,4,473.539,1
3,2,6,0.81801385,3.4630001,-4.29914,4,427.495,1
2,1,5,0.80278426,4.0910001,-4.5016799,4,397.46899,1
3,2,5,0.82469338,3.8199999,-4.13973,4,413.46799,1
3,0,9,0.75943708,5.27,-6.2994199,4,487.61899,1
5,1,7,0.86091602,2.217,-5.0232902,4,417.897,1
6,5,10,0.89391899,3.6819999,-6.0833001,3,500.34198,1
3,2,9,0.83536828,4.9657602,-4.2027502,4,492.586,1
5,1,5,0.8070159,1.864,-5.6560898,4,347.37799,1
2,0,7,0.73270112,4.3909998,-4.5892801,4,377.53198,1
2,1,3,0.71535403,3.0339999,-3.25176,3,240.34999,1
3,1,5,0.74511862,5.6420002,-5.9683299,5,424.54398,1
5,1,6,0.82372797,3.221,-5.0894299,5,485.56799,1
3,0,6,0.77004457,5.1680002,-5.5122399,5,436.57498,1
7,1,6,0.84937483,0.91253,-2.7260699,5,487.54401,1
4,1,4,0.82294124,1.799,-3.1874299,4,372.48898,1
3,0,11,0.82552516,4.0427599,-3.5520599,4,504.59698,1
5,2,10,0.90893543,3.3559999,-4.2665401,2,447.383,1
6,5,12,0.87809879,4.2119999,-6.1669898,3,528.396,1
4,1,11,0.79816711,2.411,-4.0304198,3,464.67499,1
2,0,10,0.83546895,4.2810001,-5.0850501,2,359.38199,1
2,0,11,0.82727677,4.369,-5.1465201,2,373.409,1
2,1,7,0.8059175,3.355,-4.07549,3,371.431,1
2,0,8,0.80423653,5.6199999,-5.9096498,4,499.48599,1
3,0,5,0.77621692,3.388,-3.32003,4,370.49298,1
2,0,6,0.73614562,3.7809999,-5.0414,4,369.55298,1
2,0,6,0.77269149,3.6359999,-4.8624601,4,373.51599,1
4,0,6,0.78361183,3.188,-4.5225801,5,399.535,1
2,0,6,0.73614562,3.8180001,-5.0414,4,369.55298,1
2,0,7,0.82831544,4.4547601,-5.6240301,4,423.52298,1
2,0,6,0.78711277,4.112,-5.3017702,4,389.97098,1
2,0,6,0.82424915,4.178,-5.4184799,4,399.94598,1
2,0,6,0.73988318,3.483,-4.5674801,4,355.526,1
4,0,6,0.79611367,1.484,-3.28966,4,351.491,1
5,2,12,0.78602439,3.8110001,-5.4823899,5,544.67096,1
3,2,6,0.84765083,2.8640001,-3.6178701,3,374.38699,1
3,1,6,0.78243369,3.737,-4.5383501,4,382.483,1
7,4,11,0.79436547,0.71700001,-4.5776501,4,490.608,1
4,1,7,0.84421474,3.9119999,-4.45155,4,419.97699,1
2,0,7,0.69855607,4.211,-4.1103601,2,283.41501,1
2,0,9,0.84444696,3.4849999,-4.74298,2,345.35498,1
4,0,10,0.74547791,5.2280002,-5.9786901,4,440.543,1
2,0,7,0.92109942,6.053,-6.0996799,2,393.14099,1
6,2,11,0.87833989,1.8049999,-2.83848,2,441.573,1
5,2,7,0.84135002,2.23153,-3.17836,4,425.46399,1
6,2,9,0.79102343,2.842,-6.3743,4,513.59796,1
1,1,2,0.82790506,5.1079998,-4.6835299,3,306.23599,1
2,3,5,0.78438884,4.0019999,-4.1964402,4,354.522,1
3,3,5,0.80252945,0.273,-1.70301,3,262.36099,1
4,1,5,0.88813323,4.8217602,-5.967,5,471.50699,1
4,2,2,0.89469749,0.88499999,-4.46804,4,318.76801,1
1,1,2,0.84224486,4.8299999,-4.6958399,3,307.224,1
1,1,2,0.82790506,5.1079998,-4.6835299,3,306.23599,1
1,1,2,0.82790506,5.1079998,-4.6835299,3,306.23599,1
1,1,2,0.82790506,5.4619999,-5.13728,3,306.23599,1
2,0,4,0.72978276,3.155,-3.11239,3,296.414,1
2,1,1,0.80704248,4.869,-5.2102699,5,427.535,1
2,1,1,0.77800691,4.6420002,-4.9152899,5,409.54498,1
3,1,1,0.76214892,3.2190001,-3.36217,5,392.543,1
3,1,1,0.76214892,3.22,-3.36217,5,392.543,1
4,1,1,0.77153665,2.4059999,-3.51546,5,407.55798,1
4,1,2,0.77464974,2.757,-3.8169601,6,433.59598,1
4,1,1,0.77643085,2.0739999,-3.52317,5,393.53101,1
2,1,2,0.77800691,4.809,-4.8575301,5,411.561,1
3,1,3,0.78883427,2.1459999,-2.6900301,3,260.33701,1
2,0,3,0.89364743,4.4460001,-4.2378402,3,314.21201,1
3,1,5,0.78579724,2.402,-2.5027499,3,289.375,1
3,1,4,0.79338968,3.0769999,-3.65923,5,339.439,1
