a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight
7,5,14,0.7819649,6.5380001,-10.5054,8,733.87299
8,6,17,0.79265177,6.4920001,-10.5147,6,794.99799
8,6,19,0.79368186,6.948,-10.38692,7,814.98798
8,6,14,0.79282081,4.7049999,-8.0609903,6,680.854
10,10,16,0.81374502,4.4520001,-9.4832897,7,762.91998
9,6,18,0.79258883,5.1900001,-8.8055296,6,775.95898
7,5,14,0.79451323,5.809,-8.6973305,6,681.83801
7,6,11,0.79111522,4.4720001,-7.3392401,6,581.72101
10,8,18,0.82508963,4.8720002,-8.5884199,6,782.89899
9,7,18,0.82028371,4.138,-8.8711395,6,781.91498
9,7,18,0.81355685,4.6729999,-8.3900404,6,768.91595
9,6,19,0.79786992,5.244,-8.4904699,6,795.98596
8,6,17,0.80388075,5.2719998,-9.0693598,8,762.91199
4,1,7,0.83445841,1.473,-3.8591599,5,414.50198
4,1,7,0.83445841,2.421,-5.0234799,5,416.51801
8,4,12,0.82880908,8.3360004,-9.7933598,7,702.86798
4,2,7,0.79565483,5.6680002,-6.4881201,5,470.60098
4,2,8,0.79911375,5.171,-5.2719498,3,381.504
7,1,8,0.93744385,-0.50525999,-3.8036499,3,452.37198
7,4,2,0.98174495,-2.0239999,-1.94944,3,326.26099
7,1,8,0.97429961,0.23074,-4.3210301,3,486.81699
7,4,2,1.0317361,-1.288,-2.46682,3,360.70599
7,1,8,1.0385708,0.43674001,-4.6492801,3,531.26801
7,4,2,1.1200923,-1.082,-2.7950699,3,405.15698
4,0,9,0.82442731,3.773,-7.0826402,6,490.556
3,2,9,0.7377888,5.7449999,-6.4372702,4,385.59198
4,2,7,0.84219247,2.826,-5.1146202,5,431.53299
4,2,5,0.8298583,3.983,-5.2330298,4,395.487
3,2,5,0.80694473,5.3909998,-5.6957002,4,393.51498
7,1,8,0.93744385,-0.50525999,-3.8036499,3,452.37198
7,4,2,0.98174495,-2.0239999,-1.94944,3,326.26099
7,1,8,0.97429961,0.23074,-4.3210301,3,486.81699
7,4,2,1.0317361,-1.288,-2.46682,3,360.70599
7,1,8,1.0385708,0.43674001,-4.6492801,3,531.26801
7,4,2,1.1200923,-1.082,-2.7950699,3,405.15698
6,1,8,0.88317692,0.81573999,-3.9958601,4,478.49799
6,4,2,0.9006381,-0.70300001,-2.14165,4,352.38699
3,1,6,0.81590426,3.5450001,-5.9710598,5,430.61301
6,5,13,0.79325932,6.3800001,-8.5345697,5,659.89197
6,5,13,0.79951775,5.862,-8.0215502,4,611.84796
6,5,12,0.80360854,5.3870001,-7.50633,4,597.82098
8,6,17,0.80035889,6.1100001,-10.69332,8,806.92401
8,6,19,0.78711528,7.5799999,-10.58228,6,823.052
8,6,17,0.80516428,5.1599998,-8.6190205,6,738.89001
8,6,15,0.78737801,4.5879998,-8.4800997,6,706.89197
8,6,13,0.80084628,3.7460001,-8.3673897,7,672.78998
8,6,17,0.79964024,5.4109998,-9.9070501,7,772.90698
8,5,16,0.77742219,5.6830001,-9.5555496,7,742.92499
7,5,12,0.79300439,4.7880001,-8.6833897,7,657.77496
7,5,13,0.78964609,5.263,-8.8851604,7,671.802
7,5,14,0.79094452,5.5689998,-9.8135595,8,697.83997
8,5,14,0.78914243,4.539,-8.5739202,7,700.84399
8,5,15,0.77914304,6.448,-10.34182,8,776.94196
8,6,16,0.81276292,4.2010002,-8.9254198,7,730.82599
8,6,15,0.80399495,3.915,-8.8559599,7,714.82697
8,5,15,0.77914304,6.448,-10.34182,8,776.94196
8,5,14,0.78970236,5.3060002,-9.2472601,8,734.86096
8,6,15,0.80062056,4.3769999,-9.1831703,7,728.854
8,6,15,0.80062056,4.3769999,-9.1831703,7,728.854
8,5,14,0.79040736,5.0710001,-9.1262999,8,726.88196
8,6,16,0.80924237,4.6630001,-9.2526302,7,744.85297
8,5,14,0.78607363,5.0009999,-8.9011297,7,714.87097
7,5,13,0.80254757,5.0739999,-8.7528496,7,673.77399
8,6,13,0.79734915,4.2080002,-8.6946001,7,686.81696
7,5,14,0.77921772,6.8340001,-10.97932,8,747.89996
7,5,14,0.77921772,6.8730001,-10.97932,8,747.89996
7,5,14,0.77921772,6.836,-10.97932,8,747.89996
7,5,14,0.7819649,6.895,-11.35922,8,739.92096
7,5,14,0.77921772,6.908,-10.70717,8,747.89996
8,5,14,0.78598982,4.539,-8.5739202,7,700.84399
8,5,14,0.78607363,5.0009999,-8.9011297,7,714.87097
8,5,14,0.7874133,5.533,-9.4535103,8,740.909
8,5,14,0.78735185,5.0710001,-9.1262999,8,726.88196
8,6,17,0.79465127,6.776,-11.64116,8,834.97797
8,6,17,0.79745054,6.4429998,-11.16724,8,820.95099
8,6,23,0.78711528,6.6599998,-10.00222,6,819.01996
8,6,14,0.79719013,3.796,-7.4058199,6,652.79999
8,6,15,0.79366106,4.1370001,-7.7330298,6,666.82697
8,6,16,0.78543997,5.5840001,-9.1737204,7,728.89801
8,6,16,0.78708202,5.1090002,-8.13657,6,694.88098
8,6,16,0.78708202,5.2129998,-8.2620096,6,694.88098
8,6,15,0.79029536,4.599,-8.0602398,6,680.854
8,5,16,0.77875304,5.6700001,-8.8456097,6,722.935
9,6,17,0.82131284,3.7,-8.2560797,7,752.87299
9,6,17,0.82131284,3.7,-8.2560797,7,752.87299
8,6,17,0.80183715,5.5669999,-8.9462299,6,752.91699
8,6,18,0.78664458,8.0190001,-12.46122,9,883.02197
8,6,19,0.79864818,5.842,-9.2734404,6,766.94397
8,6,19,0.80516428,5.1259999,-8.8698997,6,738.89001
8,6,21,0.79864818,6.0100002,-9.9003401,6,766.94397
8,6,19,0.79265177,6.7659998,-9.9278603,6,794.99799
8,4,21,0.77101099,8.8579998,-11.40074,6,879.15997
8,4,19,0.77549464,7.974,-10.3703,6,851.10596
8,4,21,0.77101099,8.8579998,-11.40074,6,879.15997
8,6,17,0.79864818,5.974,-9.2734404,6,766.94397
10,6,17,0.82236701,4.0079999,-8.7002201,8,822.96399
8,6,15,0.78843707,5.0739999,-9.0973902,7,714.87097
9,6,18,0.81078279,5.289,-9.1122704,7,794.95398
9,6,18,0.80755192,5.7309999,-9.3140402,7,808.98096
9,6,18,0.81078279,5.289,-9.1122704,7,794.95398
9,6,17,0.81414747,4.5840001,-8.6596203,7,780.927
8,6,15,0.78737801,4.5879998,-8.4800997,6,706.89197
8,6,17,0.78145915,5.5380001,-8.8836403,6,734.94598
10,6,19,0.79864818,4.1719999,-8.7506599,6,766.94397
8,7,16,0.79812711,4.8829999,-8.6270304,7,748.93298
8,7,15,0.80477184,3.911,-8.2234898,7,720.87897
8,7,16,0.79812711,4.8829999,-8.6270304,7,748.93298
8,6,16,0.78736132,5.651,-8.7022896,7,757.94
8,6,15,0.79335195,4.6789999,-8.2987499,7,729.88599
9,6,16,0.795012,4.506,-8.8632898,7,758.92798
11,8,17,0.83546132,2.4860001,-7.4233198,7,749.83301
11,8,18,0.82760346,3.4579999,-7.82686,7,777.88696
8,6,16,0.8058694,5.2080002,-8.6006699,7,764.92798
8,6,16,0.8058694,5.2080002,-8.6006699,7,764.92798
8,5,16,0.77762026,6.2280002,-8.9035902,7,763
8,5,15,0.78313571,5.256,-8.5000496,7,734.94598
9,6,18,0.80706304,4.4899998,-8.4595003,7,787.922
9,6,17,0.81376404,3.5179999,-8.0559597,7,759.86798
9,6,18,0.80706304,4.4910002,-8.4595003,7,787.922
9,6,17,0.81376404,3.5190001,-8.0559597,7,759.86798
9,7,19,0.80303371,4.9790001,-9.3825598,7,815.97601
9,7,18,0.81066704,5.415,-9.35569,7,802.93298
9,7,17,0.81741858,4.4429998,-8.9521503,7,774.87897
9,7,21,0.80557472,5.1479998,-9.87113,7,858.013
9,6,19,0.81372887,4.2069998,-8.2326803,6,754.88898
9,6,18,0.82112682,3.2349999,-7.8291402,6,726.83496
14,10,19,0.8486824,1.756,-7.0346999,8,816.88397
8,6,19,0.79465127,6.2859998,-10.81626,8,834.97797
10,6,21,0.80312854,3.1719999,-7.3568401,6,796.974
8,6,19,0.79465127,6.2859998,-10.81626,8,834.97797
10,6,21,0.82208508,3.2539999,-7.8463402,6,770.888
10,8,15,0.84568858,1.186,-7.0033202,6,714.77997
10,8,17,0.8288582,3.1300001,-7.8104,6,770.888
10,8,17,0.84438962,2.142,-7.6063199,8,766.85596
10,8,15,0.84568858,1.186,-7.0033202,6,714.77997
10,8,17,0.8288582,3.1300001,-7.8104,6,770.888
8,6,17,0.83766145,4.7480001,-8.8628597,6,774.87
8,6,19,0.82990158,5.632,-10.5202,6,802.92401
8,6,17,0.83766145,4.7480001,-8.8628597,6,774.87
8,6,21,0.82990158,5.3899999,-9.2664003,6,802.92401
8,6,21,0.79265177,6.928,-10.6799,6,794.99799
8,6,19,0.79864818,6.0440001,-10.27636,6,766.94397
8,6,17,0.86925805,6.3118401,-9.62216,6,810.84998
8,6,17,0.83766145,5.73592,-9.1205902,6,774.87
9,7,17,0.81710851,4.145,-8.2147102,6,754.88898
9,7,15,0.83298522,2.201,-7.40763,6,698.78101
8,6,18,0.84930545,6.05476,-9.8284903,6,806.88696
8,6,18,0.86130685,5.0667601,-9.6244097,8,802.85498
8,6,17,0.82152784,5.348,-8.9139996,6,756.88
8,6,17,0.82922548,4.8540001,-8.8119602,7,754.86401
8,6,17,0.84545463,5.0419998,-9.1069403,7,772.854
8,6,17,0.83766145,5.5359998,-9.2089796,6,774.87
8,6,17,0.8122707,3.898,-8.4663601,6,710.836
8,6,17,0.8122707,3.898,-8.4663601,6,710.836
8,6,15,0.80889934,4.0300002,-8.4663601,6,710.836
8,4,17,0.79410988,5.5539999,-8.4070396,6,766.94397
8,6,17,0.80035889,6.1100001,-10.69332,8,806.92401
10,8,17,0.8288582,2.8840001,-8.0612803,6,770.888
10,8,17,0.83689868,2.0699999,-7.4068599,6,742.83398
10,8,17,0.83689868,2.0699999,-7.4068599,6,742.83398
8,6,15,0.82005143,3.2160001,-7.8119402,6,682.78198
8,6,15,0.82005143,3.2160001,-7.8119402,6,682.78198
8,6,17,0.8122707,4.4439998,-8.2154799,6,710.836
8,6,17,0.8122707,4.4439998,-8.2154799,6,710.836
8,6,17,0.82050633,4.1719999,-8.4149399,8,734.85797
8,6,17,0.82050633,4.1719999,-8.4149399,8,734.85797
8,6,17,0.79864818,5.9580002,-9.0225601,6,766.94397
8,6,19,0.80516428,4.0339999,-8.54072,6,734.85797
10,6,19,0.82975799,2.3699999,-7.4428,6,742.83398
8,6,19,0.80516428,5.3280001,-9.2459202,6,738.89001
8,6,17,0.80516428,5.1599998,-8.6190205,6,738.89001
8,6,17,0.80516428,5.1599998,-8.6190205,6,738.89001
8,6,17,0.82050633,4.1719999,-8.4149399,8,734.85797
8,5,17,0.7741549,7.1300001,-10.99624,8,804.99597
8,5,16,0.78015709,5.2210002,-9.2283401,7,728.89801
8,5,16,0.77742219,5.6830001,-9.5555496,7,742.92499
8,5,17,0.77479845,6.2969999,-9.7573204,7,756.95197
8,5,17,0.77479845,6.2969999,-9.7573204,7,756.95197
8,5,17,0.77502835,6.6550002,-9.9590902,7,770.979
8,5,17,0.77253824,7.0539999,-10.16086,7,785.00598
8,5,18,0.77502835,6.092,-9.91994,7,768.96301
8,5,18,0.77502835,6.7389998,-10.27254,7,770.979
8,5,16,0.78032041,5.6830001,-9.5555496,7,742.92499
8,5,18,0.77502835,6.9109998,-9.9590902,7,770.979
8,5,17,0.77762026,6.2969999,-9.7573204,7,756.95197
9,6,21,0.79786992,4.848,-8.6423502,6,795.98596
8,5,16,0.78163117,5.2080002,-8.5184002,6,708.90796
8,5,16,0.78163117,5.2080002,-8.5184002,6,708.90796
9,6,18,0.81734693,3.7650001,-8.0309095,6,740.862
8,6,17,0.80183715,5.559,-8.8207903,6,752.91699
8,6,16,0.81607091,3.7260001,-7.8882699,6,696.80896
8,6,17,0.80863881,4.802,-8.4172497,6,724.86298
8,6,18,0.80516428,5.244,-8.9324703,6,738.89001
8,6,18,0.80516428,4.5970001,-8.5798702,6,736.87396
8,6,17,0.81276292,4.6659999,-8.5169802,7,736.87396
8,5,16,0.77762026,6.3140001,-9.6318798,7,756.95197
8,5,17,0.77599657,6.1799998,-8.9219398,6,736.96198
8,6,17,0.80263489,5.6350002,-9.6561699,7,772.90698
7,5,14,0.78495812,5.5879998,-8.8784504,6,665.83899
8,5,18,0.77599657,6.4359999,-8.9219398,6,736.96198
8,5,18,0.77599657,6.4359999,-8.9219398,6,736.96198
8,5,17,0.77875304,5.822,-8.72017,6,722.935
8,5,17,0.77875304,5.822,-8.72017,6,722.935
9,5,18,0.7876088,4.7849998,-8.3338299,6,738.93396
9,6,18,0.79796636,3.7260001,-8.3516703,6,751.93298
8,6,17,0.80516428,5.1599998,-8.6190205,6,738.89001
9,5,18,0.7876088,4.7849998,-8.3338299,6,738.93396
8,5,17,0.77335411,6.579,-9.1237097,6,750.98901
9,7,18,0.82775128,2.7060001,-8.0487499,6,753.86096
8,6,16,0.82028705,3.694,-8.1134396,7,708.82001
8,6,17,0.8122707,4.2719998,-8.5289297,6,710.836
8,6,16,0.80863881,4.5869999,-8.4172497,6,724.86298
8,5,15,0.78778595,4.2360001,-8.1148596,6,680.854
8,5,15,0.78015709,5.342,-9.2283401,7,728.89801
9,6,17,0.82507956,2.793,-7.6273699,6,712.80798
8,5,16,0.78163117,5.2080002,-8.5184002,6,708.90796
8,5,17,0.78163117,5.4640002,-8.5184002,6,708.90796
8,5,17,0.78163117,5.4640002,-8.5184002,6,708.90796
9,7,14,0.80572474,3.5669999,-7.7821202,6,696.85297
9,7,17,0.81710851,4.0219998,-8.3401499,6,754.88898
9,7,18,0.81710851,3.9530001,-8.0892696,6,754.88898
9,7,18,0.81710851,3.9530001,-8.0892696,6,754.88898
10,8,18,0.83279091,3.4400001,-7.7660298,6,754.84497
9,6,19,0.81561416,3.2590001,-7.8367701,6,781.91498
10,8,18,0.84022188,3.8840001,-8.3843403,8,778.867
8,6,17,0.80388075,5.2719998,-9.0693598,8,762.91199
10,8,17,0.82658303,2.9960001,-8.5116196,8,794.90997
8,6,17,0.81061012,4.5560002,-8.6658201,8,734.85797
8,6,17,0.81852186,4.2839999,-8.8652802,10,758.88
8,6,17,0.79768717,6.0700002,-9.4729004,8,790.966
8,6,15,0.8179478,3.3280001,-8.2622805,8,706.80396
8,6,17,0.80388075,5.2719998,-9.0693598,8,762.91199
8,5,17,0.79644036,5.1329999,-8.7639103,6,752.91699
8,6,17,0.79564458,5.6360002,-9.7751999,6,766.94397
8,6,19,0.78711528,7.5799999,-10.58228,6,823.052
7,6,10,0.79927582,3.5,-6.9356999,6,553.66699
8,6,17,0.80516428,5.1599998,-8.6190205,6,738.89001
8,6,17,0.80516428,5.1599998,-8.6190205,6,738.89001
8,6,17,0.80516428,5.1599998,-8.6190205,6,738.89001
8,6,17,0.80035889,6.184,-10.69332,8,806.92401
8,6,17,0.80035889,6.1469998,-10.69332,8,806.92401
8,6,16,0.78708202,5.2129998,-8.2620096,6,694.88098
8,6,14,0.79282081,4.7049999,-8.0609903,6,680.854
8,6,18,0.79558897,6.3699999,-9.6006498,6,780.97101
3,3,2,0.80086261,0.029270001,-4.0258999,3,237.34299
3,3,2,0.79097599,0.42827001,-4.5411201,3,251.37
6,6,4,0.89273071,-2.17273,-1.61687,3,282.34
3,3,4,0.84385395,1.776,-3.3729501,3,237.299
3,3,4,0.83077466,1.799,-3.48403,3,251.32599
2,1,6,0.80012333,2.404,-4.2235699,3,279.38
2,2,4,0.82727456,1.0420001,-3.6556699,3,236.315
3,3,2,0.82540697,-0.76872998,-2.99546,3,209.289
7,5,2,0.99236506,-2.22,-0.69005001,3,282.23599
8,6,17,0.80388075,5.2719998,-9.0693598,8,762.91199
4,2,9,0.78721541,2.5409999,-5.6972899,5,431.621
4,2,3,0.85754907,-0.96499997,-1.17058,2,250.254
4,2,2,0.87257612,-0.41600001,-0.89898998,2,240.25899
4,4,4,0.81867331,3.322,-2.9435999,2,260.289
5,3,4,0.92076963,-0.46900001,-1.07388,2,239.235
5,3,5,0.97396231,-0.69499999,-1.0703599,2,257.22501
5,3,5,0.97396231,-0.69499999,-1.0703599,2,257.22501
9,6,7,1.0600659,-2.391,-0.33171001,2,335.21298
11,8,9,1.1328874,-3.273,-0.11929,2,415.19199
9,6,7,1.0600659,-2.391,-0.33171001,2,335.21298
11,8,9,1.1328874,-3.273,-0.11929,2,415.19199
13,10,11,1.1875705,-4.1550002,0.09313,2,495.17099
13,10,11,1.1875705,-4.1550002,0.09313,2,495.17099
7,4,3,0.95039243,-3.4389999,0.053649999,2,272.26099
8,7,17,0.86770296,0.85373998,-3.9614201,1,472.539
3,1,1,0.78636014,3.4725299,-3.4740901,4,296.37399
3,1,2,0.77944189,4.0865302,-3.6758599,4,310.401
3,1,3,0.77318376,4.5285301,-4.1910801,4,324.42798
4,1,3,0.79965258,3.04953,-3.28952,4,326.39999
3,1,1,0.82611573,3.1435299,-3.7214501,4,314.36398
3,1,2,0.81734997,3.75753,-3.9232199,4,328.39099
3,1,3,0.80940783,4.1995301,-4.4384398,4,342.418
4,1,3,0.83619654,2.72053,-3.53688,4,344.38998
4,2,1,0.8154701,2.3345301,-3.19522,4,312.37299
4,2,2,0.80725068,2.94853,-3.3969901,4,326.39999
4,2,3,0.79980159,3.3905301,-3.91221,4,340.427
5,2,3,0.82632703,1.91153,-3.0106499,4,342.39899
4,1,1,0.8053301,2.8965299,-3.5146899,5,338.41098
4,1,2,0.79827541,3.51053,-3.71646,5,352.43799
4,1,3,0.79182732,3.9525299,-4.2316799,5,366.465
6,2,3,1.2781544,-0.85000002,-2.51844,2,379.11398
6,1,12,0.85900784,2.1960001,-4.7392902,2,400.41199
8,5,8,0.9478063,-2.05794,-0.5783,2,345.29999
9,5,4,0.97848892,-1.358,-2.33337,4,416.33099
10,6,2,1.0200405,-1.941,-1.40706,4,403.28799
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
17,12,9,1.1187965,-6.0739999,0.05195,4,605.34302
5,5,19,0.81787276,3.2679999,-5.2054601,3,581.73798
5,4,19,0.81023407,3.4649999,-5.0994701,3,595.76501
5,5,19,0.81787276,3.2679999,-5.2054601,3,581.73798
6,4,22,0.81797171,5.086,-6.2857499,4,720.95996
5,5,3,0.92023009,-0.85593998,-1.05472,3,295.367
16,13,10,1.1822504,-7.1560001,2.5504,2,559.19098
5,4,4,0.85208857,2.4349999,-1.95328,2,274.272
10,8,7,0.88823986,5.73,-7.7806401,4,608.70001
3,0,9,0.80599409,4.2389998,-6.9299002,6,474.55698
6,5,3,0.90014678,3.082,-4.5645599,3,343.36301
6,6,2,0.9356252,-1.8789999,0.03441,3,266.25699
6,6,2,0.94214886,-1.8789999,0.03441,3,266.25699
14,11,10,0.87638921,6.257,-10.17992,6,817.84796
8,7,4,0.88965023,3.7479999,-7.3354101,4,481.48499
8,7,5,0.95763272,2.424,-6.2477598,3,476.422
8,7,5,0.95763272,2.424,-6.2477598,3,476.422
7,1,6,0.84168935,1.88222,-3.62395,4,430.453
4,1,3,0.87681794,-0.44600001,-1.12773,2,224.21599
7,5,5,0.81255698,6.1459999,-8.8990202,5,520.54901
5,2,4,1.0537591,0.824,-3.71577,2,370.41101
5,2,14,0.78870469,3.845,-6.2596698,4,588.77301
5,2,15,0.84836447,4.48176,-6.8422999,4,642.74298
5,2,14,0.78870469,3.8080001,-6.2596698,4,588.77301
6,2,14,0.80276144,2.277,-4.5276098,4,575.73401
4,1,7,0.86188745,3.618,-5.2561998,3,411.52298
4,1,7,0.89237994,3.8499999,-5.6454401,3,429.513
14,12,8,1.20348,-5.1760001,-0.35102001,3,538.19598
13,10,11,1.1875705,-4.1550002,0.09313,2,495.17099
9,6,7,1.0600659,-2.391,-0.33171001,2,335.21298
7,3,2,0.94085789,-2.05094,-0.93054003,3,252.23
6,5,3,1.4317939,-0.70863998,-1.79268,3,491.478
7,3,13,0.93336159,1.57576,-4.6560102,3,542.48596
15,10,8,1.0769722,-4.2459998,-0.77600998,4,572.36096
6,4,2,0.92314887,-1.205,-1.06997,3,267.245
15,10,9,0.88289815,8.5389996,-13.3699,7,847.88599
15,10,9,0.88289815,8.5389996,-13.3699,7,847.88599
8,5,4,1.0380433,-2.6760001,-0.080490001,2,322.20999
11,6,34,0.83964711,12.74176,-14.47199,8,1323.634
6,4,2,0.95188689,-1.205,-1.06997,3,267.245
6,3,6,0.88459808,-0.51999998,-1.46179,2,299.327
7,3,4,0.8613956,1.6024801,-2.7992899,4,402.39899
7,2,3,0.87002617,1.87274,-3.0659599,5,400.383
5,1,4,0.86799318,-0.32993999,-1.5641,2,223.23599
8,7,4,0.91323137,2.4890001,-5.45753,3,431.42499
9,8,5,0.8868379,3.5309999,-4.83742,3,436.37198
4,4,5,0.80870718,3.7639999,-3.4588201,2,274.31598
7,4,4,0.88803941,3.4159999,-5.1946101,3,353.358
7,2,3,0.87002617,2.1210001,-3.0659599,5,400.383
7,1,4,0.85441077,1.8884799,-3.4782901,5,414.41
1,1,3,0.76180768,2.612,-3.70432,3,207.317
7,4,2,1.0194402,-1.3599401,-2.2987101,3,301.69
7,4,5,0.80142355,6.1919999,-7.6212001,4,483.52798
13,6,32,0.80973208,9.9139996,-13.55707,13,1499.907
10,5,26,0.77251935,8.5665302,-10.99932,7,1005.359
9,4,14,0.8230629,5.665,-9.7549896,7,802.02301
11,8,16,0.85704976,-0.44600001,-6.35572,5,762.90601
12,8,16,0.85371083,0.99599999,-8.1659899,7,839.99597
11,5,30,0.79640675,5.9275298,-9.5508604,6,988.28497
8,5,25,0.79157031,5.2049999,-9.4176903,4,828.10901
11,7,27,0.83961302,2.3058,-8.9815598,6,985.06799
14,8,41,0.81568652,7.8095298,-12.70223,9,1400.823
13,7,30,0.82471246,4.6435299,-11.64482,9,1132.33
12,4,19,0.82277298,6.3875299,-9.8881598,9,962.19897
15,8,21,0.84826863,1.7185301,-8.29916,9,1000.172
12,8,28,0.8333478,2.69153,-7.3687401,5,884.08899
20,7,25,0.80223423,9.6795301,-14.01003,9,1594.0499
8,7,22,0.84334606,1.58327,-8.8483896,4,824.89197
10,4,18,0.83512616,3.52,-10.22783,8,948.12396
7,5,21,0.76355577,7.8439999,-10.86615,5,845.18298
11,8,36,0.81494039,7.0869999,-12.56906,7,1240.647
11,6,25,0.8176012,7.6725302,-11.76759,9,1089.2949
17,7,20,0.80007672,8.9569998,-13.87686,7,1433.874
7,4,16,0.7993573,5.2810001,-11.73561,7,827.03601
14,5,29,0.84982753,2.8255401,-9.0030603,5,1021.164
12,6,27,0.82910174,5.8025298,-11.0325,8,1101.7629
17,5,34,0.84576637,3.54807,-9.1362305,7,1181.34
14,8,21,0.85051113,0.27653,-6.4888902,7,923.08197
12,9,30,0.7989291,5.3969998,-13.96729,8,1190.542
13,4,23,0.83307254,4.2425299,-10.361,10,1108.2999
11,6,29,0.79288948,6.3685298,-10.91417,6,985.28101
9,5,22,0.88461334,7.73353,-11.04561,7,1055.999
14,4,33,0.78408301,8.1570101,-11.65285,7,1134.474
11,4,28,0.77806467,7.4344802,-11.51968,5,974.29797
11,6,17,0.82276475,4.1240001,-10.21035,8,941.13995
11,5,26,0.83317363,7.7832899,-11.55712,8,1089.286
11,5,20,0.81462401,6.434,-12.9758,10,1106.376
12,6,19,0.8377139,5.8039999,-9.8578901,7,904.112
9,7,25,0.78920007,7.9359999,-12.23166,6,972.28198
14,6,22,0.82255727,4.84653,-10.34352,10,1101.3159
12,7,30,0.79372573,8.6585302,-12.36483,8,1132.458
11,5,27,0.85970843,9.7535295,-13.46409,8,1193.7469
10,4,26,0.78787243,6.5885301,-10.20729,8,989.276
8,6,8,0.8127104,4.1599998,-8.2676897,7,651.849
3,3,5,0.87854803,1.95,-4.4812799,4,349.45499
3,3,6,0.86197037,2.6170001,-4.0926499,4,363.48199
4,3,7,0.87617087,2.3340001,-4.6872101,4,391.492
8,3,10,0.94473076,0.007,-3.08322,3,501.40399
5,2,7,0.80103731,3.6370001,-5.00668,4,480.63599
5,3,3,0.98204082,-1.8,-0.60924,2,260.22101
5,3,3,1.0323366,-1.50008,-0.81366003,2,278.211
6,4,3,0.860901,5.0149999,-6.72156,4,378.40799
2,2,9,0.69685721,9.2180004,-10.41476,4,459.80298
6,4,3,0.86342901,4.348,-5.4780698,3,356.40201
7,1,6,0.93943995,2.84184,-5.18536,5,511.31
7,1,6,1.0561179,3.25384,-5.8418598,5,600.21198
7,1,4,0.84958875,2.2444799,-3.6800599,5,428.43698
8,2,4,0.87896961,1.43648,-3.5192699,5,430.409
3,2,5,0.85517138,1.523,-3.1352899,3,286.44
8,3,11,0.87995237,0.50753999,-3.5323,2,413.41901
8,3,11,0.87995237,0.50753999,-3.5323,2,413.41901
8,4,11,0.89187467,0.20254,-3.8549199,2,428.43399
8,4,11,0.89187467,0.20254,-3.8549199,2,428.43399
8,6,7,0.98030883,-1.48794,-1.5331,2,329.25699
8,7,7,0.99351233,-1.79294,-1.85572,2,344.272
8,7,7,0.99351233,-1.79294,-1.85572,2,344.272
8,6,7,0.98030883,-1.52494,-1.82358,2,329.25699
8,6,7,0.98030883,-1.52494,-1.82358,2,329.25699
8,4,11,0.89187467,0.20254,-3.8549199,2,428.43399
8,4,11,0.89187467,0.20254,-3.8549199,2,428.43399
8,7,7,0.99351233,-1.79294,-1.85572,2,344.272
8,7,7,0.99351233,-1.79294,-1.85572,2,344.272
2,2,5,0.76968312,1.681,-3.38132,3,250.386
2,2,4,0.77793038,1.5930001,-3.4993999,3,236.35899
7,1,4,0.84958875,2.2444799,-3.6800599,5,428.43698
8,2,4,0.8858515,1.43648,-3.5192699,5,430.409
8,6,7,0.98030883,-1.48794,-1.5331,2,329.25699
9,7,4,0.98449302,2.6530001,-4.8937502,3,408.41101
6,4,3,0.88575786,3.7190001,-4.8436799,3,328.34799
7,5,6,0.97075707,-2.0769999,-0.34158999,2,285.26001
7,5,6,0.97075707,-2.0769999,-0.34158999,2,285.26001
7,5,6,0.97075707,-2.0769999,-0.34158999,2,285.26001
7,5,6,0.97075707,-2.0769999,-0.34158999,2,285.26001
8,3,6,0.94137245,-3.0899999,-0.12929,3,402.34799
6,4,4,1.031595,-1.156,-1.8499,3,398.28
5,3,4,1.0209398,-0.46000001,-2.0534501,3,383.26498
6,4,4,1.031595,-1.156,-1.8499,3,398.28
7,5,13,0.80162901,4.8369999,-8.2937899,6,653.784
9,7,18,0.80688369,5.2319999,-9.3217802,6,796.96997
1,0,4,0.70821136,9.5530005,-12.67355,5,496.81998
8,1,4,0.8669672,1.82748,-4.0677299,5,442.41998
7,0,4,0.86103749,2.39448,-4.70437,5,410.37799
6,1,18,0.81598121,4.848,-7.8306098,2,484.57401
6,1,22,0.79588866,6.6160002,-9.89149,2,540.68201
6,4,4,0.91304612,-0.54500002,-1.29119,3,295.29898
5,4,5,0.82063115,5.994,-7.8006902,4,429.5
12,10,9,0.86206204,6.77,-10.99262,6,774.81897
4,2,3,0.8893826,-0.33700001,-2.0044701,3,309.38998
4,1,2,0.91864216,-0.861,-1.92843,3,294.33099
12,8,7,1.1420585,-4.1942,-0.7924,3,443.202
12,9,7,1.162729,-4.0952601,-0.49538001,3,459.20099
10,7,7,1.1317931,-3.6642599,-0.12263,2,418.18799
7,1,15,0.81298661,1.57274,-3.6940601,2,412.53101
4,3,15,0.7573908,4.9260001,-7.21172,5,469.72198
4,3,15,0.75388211,5.368,-7.4134898,5,483.74899
4,3,15,0.75059211,5.8099999,-7.6152601,5,497.776
4,3,12,0.7573908,3.9489999,-6.9932599,5,463.67398
